INSTNM,CITY,STABBR,ZIP,CONTROL,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,BOOKSUPPLY,NPT4_PUB,NPT4_PRIV,PFTFAC,ADM_RATE,C100_4,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10
Southern Arkansas University Main Campus,Magnolia,AR,71753,1,23044.0,nan,9080.0,14120.0,nan,1600.0,15321.0,nan,0.6807,0.6853,0.2809,32077.0,35186.0,39191.0
Southern Arkansas University Tech,Camden,AR,71701-1906,1,19443.0,nan,4571.0,6417.0,nan,1500.0,8042.0,nan,0.7403,nan,nan,26908.0,27740.0,30240.0
Velvatex College of Beauty Culture,Little Rock,AR,72202-5452,3,nan,14760.0,nan,nan,15230.0,nan,nan,8165.0,nan,nan,nan,nan,nan,17258.0
University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,1,17288.0,nan,5754.0,13026.0,nan,1544.0,9062.0,nan,0.6946,nan,0.1972,31022.0,34965.0,37613.0
Academy of Art University,San Francisco,CA,94105,3,43976.0,nan,24664.0,24664.0,nan,1080.0,nan,36143.0,0.2516,nan,0.068,30780.0,35510.0,40185.0
Academy of Chinese Culture and Health Sciences,Oakland,CA,94612,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
College of Alameda,Alameda,CA,94501,1,17384.0,nan,1167.0,7527.0,nan,1971.0,10342.0,nan,0.3987,nan,nan,33101.0,38008.0,39854.0
Allan Hancock College,Santa Maria,CA,93454-6399,1,10701.0,nan,1188.0,7482.0,nan,1080.0,3814.0,nan,0.3295,nan,nan,32177.0,35859.0,35730.0
American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,90028,2,52029.0,nan,37230.0,37230.0,nan,570.0,nan,40050.0,0.1522,0.8939,nan,27889.0,25659.0,30905.0
Berkeley School of Theology,Berkeley,CA,94704-3029,2,nan,nan,nan,nan,nan,nan,nan,nan,0.4545,nan,nan,nan,nan,nan
American Film Institute Conservatory,Los Angeles,CA,90027-1625,2,nan,nan,nan,nan,nan,nan,nan,nan,0.1062,nan,nan,nan,nan,nan
American Beauty College,West Covina,CA,91790,3,nan,17862.0,nan,nan,17600.0,nan,nan,13331.0,nan,nan,nan,19441.0,21587.0,18834.0
American Career College-Los Angeles,Los Angeles,CA,90004,3,nan,23818.0,nan,nan,18550.0,nan,nan,19440.0,nan,nan,nan,32192.0,32773.0,34243.0
American Conservatory Theater,San Francisco,CA,94102,2,nan,nan,30800.0,30800.0,nan,500.0,nan,nan,1.0,nan,nan,nan,nan,nan
American River College,Sacramento,CA,95841-4286,1,12243.0,nan,1288.0,9760.0,nan,1972.0,5561.0,nan,0.4238,nan,nan,29873.0,31833.0,35437.0
Antelope Valley Community College District,Lancaster,CA,93536-5426,1,16422.0,nan,1124.0,6980.0,nan,900.0,9277.0,nan,0.1973,nan,nan,27265.0,29619.0,32684.0
Art Center College of Design,Pasadena,CA,91103,2,66046.0,nan,46486.0,46486.0,nan,4000.0,nan,46054.0,0.2661,0.7609,0.3333,52191.0,64264.0,66407.0
Associated Technical College-Los Angeles,Los Angeles,CA,90017-1604,3,nan,27363.0,nan,nan,17000.0,nan,nan,22002.0,nan,nan,nan,18830.0,20260.0,27064.0
Associated Technical College-San Diego,San Diego,CA,92108-1630,3,nan,27797.0,nan,nan,17000.0,nan,nan,21802.0,nan,nan,nan,19944.0,22629.0,24582.0
Azusa Pacific University,Azusa,CA,91702-7000,2,56802.0,nan,41410.0,41410.0,nan,1080.0,nan,30744.0,0.4277,0.936,0.5072,49365.0,54659.0,57796.0
Bakersfield College,Bakersfield,CA,93305-1299,1,13774.0,nan,1418.0,9908.0,nan,1080.0,5495.0,nan,0.5,nan,nan,27051.0,30402.0,33821.0
Barstow Community College,Barstow,CA,92311,1,16983.0,nan,1104.0,8088.0,nan,2293.0,8815.0,nan,0.2586,nan,nan,25048.0,30126.0,29917.0
Bellus Academy-Chula Vista,Chula Vista,CA,91911,3,nan,27654.0,nan,nan,23998.0,nan,nan,21855.0,nan,nan,nan,22666.0,23376.0,23148.0
Bethesda University,Anaheim,CA,92801,2,22453.0,nan,6580.0,6580.0,nan,400.0,nan,17519.0,0.125,nan,0.1867,37107.0,nan,nan
Biola University,La Mirada,CA,90639-0001,2,58012.0,nan,43512.0,43512.0,nan,1970.0,nan,33269.0,1.0,0.6438,0.5551,42464.0,46162.0,47704.0
Brownson Technical School,Anaheim,CA,92805,3,nan,35178.0,nan,nan,16295.0,nan,nan,29963.0,nan,nan,nan,54027.0,58769.0,50593.0
Bryan University,Tempe,AZ,85281,3,21134.0,nan,11755.0,11755.0,nan,nan,nan,15604.0,0.1625,nan,0.4524,32320.0,36151.0,44601.0
Butte College,Oroville,CA,95965-8399,1,13806.0,nan,1368.0,8088.0,nan,1970.0,6315.0,nan,0.3168,nan,nan,29924.0,33170.0,35544.0
California Institute of Integral Studies,San Francisco,CA,94103,2,nan,nan,nan,nan,nan,nan,nan,nan,0.2736,nan,nan,33918.0,20506.0,nan
Cabrillo College,Aptos,CA,95003,1,19207.0,nan,1270.0,7630.0,nan,1746.0,11130.0,nan,0.437,nan,nan,33009.0,36299.0,40236.0
California Baptist University,Riverside,CA,92504-3297,2,48731.0,nan,36340.0,36340.0,nan,1080.0,nan,26719.0,0.4209,0.8018,0.4089,46036.0,50139.0,52941.0
California College of the Arts,San Francisco,CA,94107-2247,2,68956.0,nan,51137.0,51137.0,nan,1500.0,nan,33122.0,0.2057,0.8545,0.5165,38110.0,44174.0,50388.0
University of California-Hastings College of Law,San Francisco,CA,94102-4978,1,nan,nan,nan,nan,nan,nan,nan,nan,0.4403,nan,nan,nan,nan,nan
California Institute of Technology,Pasadena,CA,91125,2,74763.0,nan,56862.0,56862.0,nan,1428.0,nan,26542.0,0.9378,0.0669,0.8622,129420.0,108118.0,112166.0
California Lutheran University,Thousand Oaks,CA,91360-2787,2,60668.0,nan,45982.0,45982.0,nan,1080.0,nan,27410.0,1.0,0.7439,0.6565,49746.0,55761.0,59684.0
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,93407,1,28927.0,nan,10071.0,25971.0,nan,888.0,20677.0,nan,0.697,0.3843,0.5251,66662.0,75203.0,80643.0
Alliant International University-San Diego,San Diego,CA,92131,3,nan,nan,13680.0,13680.0,nan,1080.0,nan,nan,0.8217,0.381,0.0667,48168.0,58433.0,53074.0
California State University-Bakersfield,Bakersfield,CA,93311-1099,1,18661.0,nan,7498.0,19378.0,nan,1244.0,7454.0,nan,0.5226,0.7838,0.1476,40335.0,47411.0,52606.0
California State University-Stanislaus,Turlock,CA,95382-0299,1,17424.0,nan,7584.0,19464.0,nan,1160.0,6566.0,nan,0.5195,0.8932,0.1937,44551.0,50391.0,53964.0
California State University-San Bernardino,San Bernardino,CA,92407-2393,1,19114.0,nan,6952.0,18832.0,nan,1272.0,8107.0,nan,0.5066,0.7812,0.1865,42079.0,47786.0,50960.0
California State Polytechnic University-Pomona,Pomona,CA,91768,1,22365.0,nan,7438.0,19318.0,nan,1022.0,14304.0,nan,0.4731,0.6481,0.2968,51735.0,58091.0,63732.0
California State University-Chico,Chico,CA,95929-0150,1,25073.0,nan,7864.0,19744.0,nan,1148.0,16218.0,nan,0.555,0.9017,0.2934,47409.0,53588.0,56270.0
California State University-Dominguez Hills,Carson,CA,90747-0005,1,15019.0,nan,6941.0,18821.0,nan,1000.0,4026.0,nan,0.4411,0.812,0.1159,43481.0,45577.0,47340.0
California State University-Fresno,Fresno,CA,93740,1,17683.0,nan,6643.0,18523.0,nan,1080.0,6230.0,nan,0.5606,0.9011,0.1928,42306.0,48916.0,52201.0
California State University-Fullerton,Fullerton,CA,92831-3599,1,17791.0,nan,6953.0,18833.0,nan,1150.0,8003.0,nan,0.5047,0.6762,0.2552,45657.0,51028.0,54586.0
California State University-East Bay,Hayward,CA,94542,1,23357.0,nan,6890.0,18770.0,nan,1080.0,13298.0,nan,0.4428,0.7328,0.1663,52563.0,56775.0,60920.0
California State University-Long Beach,Long Beach,CA,90840-0115,1,19846.0,nan,6834.0,18714.0,nan,1050.0,10054.0,nan,0.4708,0.4212,0.2851,46059.0,52353.0,57123.0
California State University-Los Angeles,Los Angeles,CA,90032-8506,1,15307.0,nan,6781.0,18661.0,nan,1046.0,3302.0,nan,0.4487,0.7648,0.0946,42517.0,47543.0,51997.0
California State University-Northridge,Northridge,CA,91330,1,19794.0,nan,7017.0,18897.0,nan,1486.0,8523.0,nan,0.4663,0.6581,0.1483,42178.0,48166.0,53360.0
California State University-Sacramento,Sacramento,CA,95819-2694,1,21576.0,nan,7418.0,19298.0,nan,1096.0,11178.0,nan,0.4812,0.8309,0.1471,47905.0,53099.0,56814.0
University of California-Berkeley,Berkeley,CA,94720,1,39016.0,nan,14312.0,44066.0,nan,1091.0,16032.0,nan,0.6981,0.1748,0.7603,65914.0,74225.0,80364.0
University of California-Davis,Davis,CA,95616-8678,1,35532.0,nan,14597.0,44351.0,nan,1178.0,15768.0,nan,0.845,0.4635,0.6369,54621.0,63095.0,69766.0
University of California-Irvine,Irvine,CA,92697,1,34355.0,nan,13753.0,43507.0,nan,1361.0,12209.0,nan,0.8278,0.2992,0.6882,52679.0,63899.0,71961.0
University of California-Los Angeles,Los Angeles,CA,90095-1405,1,35497.0,nan,13249.0,43003.0,nan,1314.0,15023.0,nan,0.7223,0.1433,0.8083,55427.0,66297.0,73744.0
University of California-Riverside,Riverside,CA,92521,1,30561.0,nan,14024.0,43778.0,nan,1520.0,11822.0,nan,0.8708,0.6578,0.6242,45632.0,52694.0,58880.0
University of California-San Diego,La Jolla,CA,92093,1,33240.0,nan,14648.0,44402.0,nan,1124.0,15240.0,nan,0.8578,0.3661,0.6823,56844.0,67635.0,74771.0
University of California-San Francisco,San Francisco,CA,94143-0244,1,nan,nan,nan,nan,nan,nan,nan,nan,0.6578,nan,nan,nan,nan,nan
University of California-Santa Barbara,Santa Barbara,CA,93106,1,36492.0,nan,14406.0,44160.0,nan,1259.0,16252.0,nan,0.8804,0.367,0.691,51496.0,59432.0,66491.0
University of California-Santa Cruz,Santa Cruz,CA,95064-1011,1,35925.0,nan,14025.0,43779.0,nan,1162.0,17930.0,nan,0.7508,0.6473,0.5499,45632.0,54286.0,58112.0
Sofia University,Palo Alto,CA,94303,3,nan,nan,nan,nan,nan,nan,nan,nan,0.2619,nan,nan,nan,nan,nan
California Beauty School,Modesto,CA,95354,3,nan,18361.0,nan,nan,16900.0,nan,nan,12166.0,nan,nan,nan,19678.0,19944.0,14155.0
California Christian College,Fresno,CA,93727,2,15210.0,nan,10050.0,10050.0,nan,700.0,nan,6560.0,nan,1.0,nan,nan,nan,nan
Haven University,Garden Grove,CA,92840-1340,2,nan,nan,6860.0,6860.0,nan,900.0,nan,nan,nan,nan,nan,nan,nan,nan
California Hair Design Academy,La Mesa,CA,91942-5055,3,nan,33180.0,nan,nan,20275.0,nan,nan,30135.0,nan,nan,nan,19127.0,24292.0,23405.0
California Institute of the Arts,Valencia,CA,91355-2397,2,74111.0,nan,53466.0,53466.0,nan,1000.0,nan,56876.0,0.6735,0.2742,0.5585,32758.0,37436.0,37733.0
California State University Maritime Academy,Vallejo,CA,94590-8181,1,28149.0,nan,7160.0,19040.0,nan,1200.0,21743.0,nan,0.7241,0.8249,0.4806,80273.0,79299.0,91461.0
California Western School of Law,San Diego,CA,92101-3046,2,nan,nan,nan,nan,nan,nan,nan,nan,0.3956,nan,nan,nan,nan,nan
Canada College,Redwood City,CA,94061-1099,1,9662.0,nan,1362.0,9006.0,nan,1971.0,2390.0,nan,0.4242,nan,nan,40337.0,45230.0,47569.0
College of the Canyons,Santa Clarita,CA,91355-1899,1,11774.0,nan,1156.0,7804.0,nan,1080.0,5094.0,nan,0.2876,nan,nan,34583.0,40529.0,43472.0
Career Academy of Beauty,Garden Grove,CA,92845,3,nan,18579.0,nan,nan,20035.0,nan,nan,14371.0,nan,nan,nan,22285.0,22686.0,24986.0
Casa Loma College-Van Nuys,Van Nuys,CA,91405,2,nan,25330.0,nan,nan,39848.0,nan,nan,21725.0,0.4211,nan,nan,38719.0,43227.0,52045.0
CET-San Diego,San Diego,CA,92102,2,nan,26564.0,nan,nan,14500.0,nan,nan,22231.0,nan,nan,nan,27103.0,27818.0,26847.0
CET-San Jose,San Jose,CA,95110,2,nan,23292.0,nan,nan,15375.0,nan,nan,15686.0,nan,nan,nan,27103.0,27818.0,26847.0
CET-El Centro,El Centro,CA,92243,2,nan,24894.0,nan,nan,14500.0,nan,nan,9324.0,nan,nan,nan,27103.0,27818.0,26847.0
CET-Colton,Colton,CA,92324,2,nan,21465.0,nan,nan,14500.0,nan,nan,16180.0,nan,nan,nan,27103.0,27818.0,26847.0
CET-Watsonville,Watsonville,CA,95076,2,nan,19092.0,nan,nan,11486.0,nan,nan,5868.0,nan,nan,nan,27103.0,27818.0,26847.0
CET-Salinas,Salinas,CA,93906,2,nan,19827.0,nan,nan,14249.0,nan,nan,6961.0,nan,nan,nan,27103.0,27818.0,26847.0
Cerritos College,Norwalk,CA,90650-6298,1,9395.0,nan,1404.0,10026.0,nan,1080.0,2310.0,nan,0.3721,nan,nan,31713.0,34821.0,38493.0
Cerro Coso Community College,Ridgecrest,CA,93555-9571,1,17346.0,nan,1382.0,9872.0,nan,1080.0,10364.0,nan,0.443,nan,nan,28402.0,28260.0,31215.0
Chabot College,Hayward,CA,94545,1,12377.0,nan,1150.0,8110.0,nan,1080.0,5146.0,nan,0.3757,nan,nan,36023.0,40762.0,44151.0
Chaffey College,Rancho Cucamonga,CA,91737-3002,1,18264.0,nan,1180.0,8524.0,nan,1080.0,10964.0,nan,0.2279,nan,nan,30561.0,35410.0,36011.0
Chapman University,Orange,CA,92866,2,74336.0,nan,57214.0,57214.0,nan,1600.0,nan,44198.0,0.9982,0.5826,0.7295,53764.0,57986.0,60835.0
Charles R Drew University of Medicine and Science,Los Angeles,CA,90059,2,33171.0,nan,14002.0,14002.0,nan,1080.0,nan,25621.0,0.3609,0.25,0.0,65724.0,81062.0,105693.0
Concordia University-Irvine,Irvine,CA,92612-3203,2,53235.0,nan,38000.0,38000.0,nan,1000.0,nan,27201.0,1.0,0.7818,0.4744,47319.0,53380.0,53144.0
San Diego Christian College,Santee,CA,92071,2,47755.0,nan,33312.0,33312.0,nan,1080.0,nan,32024.0,0.0992,0.4967,0.3673,34669.0,39515.0,46454.0
Church Divinity School of the Pacific,Berkeley,CA,94709-1211,2,nan,nan,nan,nan,nan,nan,nan,nan,0.4615,nan,nan,nan,nan,nan
Citrus College,Glendora,CA,91741-1899,1,12322.0,nan,1194.0,8562.0,nan,1971.0,4579.0,nan,0.3858,nan,nan,30533.0,34915.0,38163.0
Citrus Heights Beauty College,Citrus Heights,CA,95610-1410,3,nan,19131.0,nan,nan,15500.0,nan,nan,16378.0,nan,nan,nan,nan,nan,nan
City College of San Francisco,San Francisco,CA,94112-1898,1,14724.0,nan,1165.0,8317.0,nan,1971.0,6382.0,nan,0.4863,nan,nan,37043.0,40894.0,46731.0
Claremont Graduate University,Claremont,CA,91711-6160,2,nan,nan,nan,nan,nan,nan,nan,nan,0.832,nan,nan,nan,nan,nan
Claremont McKenna College,Claremont,CA,91711-6400,2,76475.0,nan,56475.0,56475.0,nan,1200.0,nan,21993.0,0.9497,0.1334,0.8148,80781.0,89092.0,86571.0
Milan Institute-Visalia,Visalia,CA,93277,3,nan,24353.0,nan,nan,19750.0,nan,nan,20193.0,nan,nan,nan,26211.0,27351.0,28023.0
Clovis Adult Education,Clovis,CA,93611,1,nan,19918.0,nan,nan,12000.0,nan,16167.0,nan,nan,nan,nan,34081.0,38439.0,53892.0
Coastline Community College,Fountain Valley,CA,92708-2597,1,16142.0,nan,1160.0,7256.0,nan,1080.0,9206.0,nan,0.1831,nan,nan,33964.0,36013.0,36562.0
University of Silicon Valley,San Jose,CA,95134,3,32382.0,nan,21784.0,21784.0,nan,960.0,nan,25714.0,0.36,0.4194,0.2214,39458.0,49797.0,61619.0
Coba Academy,Anaheim,CA,92801,3,nan,19323.0,nan,nan,8610.0,nan,nan,16302.0,nan,nan,nan,18851.0,32061.0,22679.0
Western University of Health Sciences,Pomona,CA,91766-1854,2,nan,nan,nan,nan,nan,nan,nan,nan,0.8155,nan,nan,nan,nan,nan
Columbia College,Sonora,CA,95370,1,14989.0,nan,1270.0,7538.0,nan,1080.0,7921.0,nan,0.4636,nan,nan,29164.0,30768.0,33398.0
Columbia College Hollywood,Tarzana,CA,91356-1411,2,35331.0,nan,26175.0,26175.0,nan,1080.0,nan,32909.0,0.1553,nan,0.2727,34112.0,36439.0,43251.0
Compton College,Compton,CA,90221-5393,1,16383.0,nan,1142.0,8102.0,nan,1080.0,10926.0,nan,0.3904,nan,nan,31801.0,35428.0,39117.0
Contra Costa College,San Pablo,CA,94806,1,13667.0,nan,1312.0,8328.0,nan,1080.0,6683.0,nan,0.3574,nan,nan,32485.0,36229.0,40448.0
Cosumnes River College,Sacramento,CA,95823-5799,1,11035.0,nan,1288.0,9760.0,nan,1972.0,4188.0,nan,0.4506,nan,nan,31152.0,33235.0,38288.0
Crafton Hills College,Yucaipa,CA,92339-1799,1,24369.0,nan,1178.0,8498.0,nan,1080.0,17587.0,nan,0.1521,nan,nan,29824.0,35677.0,36911.0
Cuesta College,San Luis Obispo,CA,93403-8106,1,18498.0,nan,1338.0,8898.0,nan,1971.0,11063.0,nan,0.3405,nan,nan,34686.0,39635.0,45412.0
Cuyamaca College,El Cajon,CA,92019,1,12722.0,nan,1340.0,8564.0,nan,1750.0,5256.0,nan,0.3354,nan,nan,26496.0,29564.0,32120.0
Cypress College,Cypress,CA,90630-5897,1,13711.0,nan,1146.0,8898.0,nan,1971.0,6152.0,nan,0.4029,nan,nan,32944.0,37096.0,41625.0
De Anza College,Cupertino,CA,95014,1,12838.0,nan,1561.0,10246.0,nan,1971.0,5394.0,nan,0.3725,nan,nan,40876.0,47299.0,55916.0
International School of Beauty Inc,Palm Desert,CA,92260-2740,3,nan,18140.0,nan,nan,17600.0,nan,nan,10111.0,nan,nan,nan,18434.0,19487.0,19674.0
Dell'Arte International School of Physical Theatre,Blue Lake,CA,95525-0816,2,24217.0,nan,13400.0,13400.0,nan,107.0,nan,22059.0,nan,nan,nan,nan,nan,nan
College of the Desert,Palm Desert,CA,92260,1,19432.0,nan,1383.0,8943.0,nan,1080.0,12571.0,nan,0.3429,nan,nan,30002.0,33693.0,37541.0
Design Institute of San Diego,San Diego,CA,92121,3,42928.0,nan,25649.0,25649.0,nan,1080.0,nan,40842.0,nan,1.0,0.3333,42824.0,45018.0,45321.0
Diablo Valley College,Pleasant Hill,CA,94523,1,13754.0,nan,1312.0,8328.0,nan,1080.0,6678.0,nan,0.3825,nan,nan,38509.0,41799.0,48000.0
Dominican University of California,San Rafael,CA,94901-2298,2,67366.0,nan,47910.0,47910.0,nan,1080.0,nan,33963.0,0.3333,0.8574,0.6207,63540.0,68019.0,66571.0
Dominican School of Philosophy & Theology,Berkeley,CA,94708-1816,2,nan,nan,nan,nan,nan,nan,nan,nan,0.6316,nan,nan,nan,nan,nan
East Los Angeles College,Monterey Park,CA,91754-6099,1,18405.0,nan,1238.0,8570.0,nan,1080.0,11028.0,nan,0.3529,nan,nan,31668.0,34888.0,38151.0
El Camino Community College District,Torrance,CA,90506,1,18895.0,nan,1144.0,7600.0,nan,1992.0,11095.0,nan,0.4259,nan,nan,31801.0,35428.0,39117.0
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,90403,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Empire College,Santa Rosa,CA,95403-2126,3,nan,27470.0,nan,nan,25926.0,nan,nan,22453.0,0.3333,nan,nan,34896.0,35872.0,38931.0
Evergreen Valley College,San Jose,CA,95135-1598,1,18639.0,nan,1448.0,9128.0,nan,2772.0,10708.0,nan,0.3515,nan,nan,38103.0,44930.0,45333.0
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,90015-1421,3,51281.0,nan,32645.0,32645.0,nan,2501.0,nan,40793.0,0.0711,0.3864,nan,39776.0,45466.0,45551.0
FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,94108-5805,3,49998.0,nan,32645.0,32645.0,nan,2501.0,nan,37442.0,0.0,0.322,nan,39776.0,45466.0,45551.0
Feather River Community College District,Quincy,CA,95971-9124,1,17336.0,nan,1465.0,9865.0,nan,1080.0,10061.0,nan,0.1842,nan,nan,28983.0,29669.0,33934.0
Federico Beauty Institute,Sacramento,CA,95834,3,nan,21754.0,nan,nan,18485.0,nan,nan,17219.0,nan,nan,nan,24451.0,24909.0,28480.0
Fielding Graduate University,Santa Barbara,CA,93105-3538,2,nan,nan,nan,nan,nan,nan,nan,nan,0.3432,nan,nan,nan,nan,nan
Five Branches University,Santa Cruz,CA,95062,3,nan,nan,nan,nan,nan,nan,nan,nan,0.0328,nan,nan,nan,nan,nan
Redondo Beach Beauty College,Torrance,CA,90505,3,nan,nan,nan,nan,11200.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Foothill College,Los Altos Hills,CA,94022,1,13752.0,nan,1563.0,10248.0,nan,1971.0,6200.0,nan,0.3208,nan,nan,45865.0,44241.0,58157.0
Franciscan School of Theology,San Diego,CA,92110,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fredrick and Charles Beauty College,Eureka,CA,95501,3,nan,22424.0,nan,nan,14500.0,nan,nan,15911.0,nan,nan,nan,25136.0,18120.0,16919.0
Fresno City College,Fresno,CA,93741,1,10995.0,nan,1304.0,8264.0,nan,1971.0,2584.0,nan,0.3765,nan,nan,26535.0,30216.0,32786.0
Fresno Pacific University,Fresno,CA,93702-4709,2,43317.0,nan,33452.0,33452.0,nan,1080.0,nan,19029.0,0.5852,0.6694,0.5648,42603.0,48626.0,49071.0
Fuller Theological Seminary,Pasadena,CA,91182,2,nan,nan,nan,nan,nan,nan,nan,nan,0.9355,nan,nan,nan,nan,nan
Fullerton College,Fullerton,CA,92832-2095,1,14803.0,nan,1154.0,7514.0,nan,2267.0,7721.0,nan,0.3753,nan,nan,32900.0,35796.0,40856.0
Gavilan College,Gilroy,CA,95020,1,12401.0,nan,1166.0,7214.0,nan,1971.0,5634.0,nan,0.3049,nan,nan,34017.0,35492.0,37249.0
Gemological Institute of America-Carlsbad,Carlsbad,CA,92008,2,nan,38254.0,nan,nan,21000.0,nan,nan,31885.0,nan,nan,nan,37355.0,41197.0,46193.0
Glendale Community College,Glendale,CA,91208-2894,1,11366.0,nan,1175.0,7535.0,nan,1972.0,4191.0,nan,0.3227,nan,nan,31011.0,32822.0,39367.0
Glendale Career College,Glendale,CA,91203,3,nan,42147.0,nan,nan,71838.0,nan,nan,38188.0,0.2828,nan,nan,32855.0,36985.0,34021.0
Golden Gate University,San Francisco,CA,94105-2968,2,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,75134.0,81610.0,79744.0
Golden West College,Huntington Beach,CA,92647-2710,1,11401.0,nan,1186.0,8386.0,nan,1080.0,4024.0,nan,0.3012,nan,nan,33608.0,34653.0,40227.0
Graduate Theological Union,Berkeley,CA,94709,2,nan,nan,nan,nan,nan,nan,nan,nan,0.5714,nan,nan,nan,nan,nan
Grossmont College,El Cajon,CA,92020-1799,1,11511.0,nan,1332.0,8556.0,nan,1750.0,4653.0,nan,0.3902,nan,nan,29762.0,33600.0,38113.0
Salon Success Academy-Riverside,Riverside,CA,92506,3,nan,18203.0,nan,nan,20000.0,nan,nan,12800.0,nan,nan,nan,21399.0,18820.0,24083.0
Hartnell College,Salinas,CA,93901,1,13195.0,nan,1400.0,8960.0,nan,1971.0,5680.0,nan,0.3963,nan,nan,32992.0,36970.0,40095.0
Harvey Mudd College,Claremont,CA,91711,2,79539.0,nan,58660.0,58660.0,nan,800.0,nan,33467.0,0.8929,0.1796,0.8438,112059.0,112639.0,108988.0
Hilltop Beauty School,Daly City,CA,94014,3,nan,21809.0,nan,nan,13495.0,nan,nan,15860.0,nan,nan,nan,23369.0,28779.0,25409.0
Holy Names University,Oakland,CA,94619-1699,2,57486.0,nan,40904.0,40904.0,nan,1080.0,nan,22527.0,0.2186,0.8912,0.2727,56544.0,58379.0,60573.0
Pacifica Graduate Institute,Carpinteria,CA,93013,3,nan,nan,nan,nan,nan,nan,nan,nan,0.171,nan,nan,nan,nan,nan
California State Polytechnic University-Humboldt,Arcata,CA,95521-8299,1,24991.0,nan,7858.0,19738.0,nan,1010.0,14956.0,nan,0.5782,0.8514,0.2199,34180.0,39245.0,42726.0
Humphreys University-Stockton and Modesto Campuses,Stockton,CA,95207-3896,2,21249.0,nan,14580.0,14580.0,nan,1080.0,nan,12075.0,0.1284,nan,0.6,31020.0,32705.0,36499.0
Imperial Valley College,Imperial,CA,92251-0158,1,10240.0,nan,1126.0,6046.0,nan,1035.0,2205.0,nan,0.5438,nan,nan,24718.0,27845.0,30438.0
Institute for Business and Technology,Santa Clara,CA,95051-1303,3,nan,29905.0,nan,nan,16103.0,nan,nan,26881.0,0.48,nan,nan,34221.0,33186.0,37638.0
Interior Designers Institute,Newport Beach,CA,92660,3,nan,nan,20250.0,20250.0,nan,1510.0,nan,nan,nan,nan,0.5,46708.0,43890.0,41541.0
International School of Cosmetology,Los Angeles,CA,90036,3,nan,25955.0,nan,nan,20900.0,nan,nan,21379.0,nan,nan,nan,22196.0,24376.0,19822.0
Irvine Valley College,Irvine,CA,92618-0301,1,11978.0,nan,1146.0,8346.0,nan,1008.0,3097.0,nan,0.2881,nan,nan,34044.0,39918.0,43400.0
Bellus Academy-El Cajon,El Cajon,CA,92021,3,nan,29159.0,nan,nan,13590.0,nan,nan,24694.0,nan,nan,nan,22941.0,24141.0,25092.0
American Jewish University,Los Angeles,CA,90077-1519,2,nan,nan,32404.0,32404.0,nan,1080.0,nan,nan,1.0,nan,0.3333,nan,51155.0,47791.0
Reedley College,Reedley,CA,93654,1,12717.0,nan,1304.0,8264.0,nan,1971.0,4892.0,nan,0.4342,nan,nan,27081.0,30156.0,32061.0
Life Pacific University,San Dimas,CA,91773-3298,2,29158.0,nan,17434.0,17434.0,nan,1080.0,nan,20583.0,0.1778,0.931,0.2308,32294.0,36835.0,43006.0
University of La Verne,La Verne,CA,91750-4401,2,60759.0,nan,45850.0,45850.0,nan,1080.0,nan,28260.0,0.4072,0.7625,0.5339,48057.0,53155.0,56663.0
Laguna College of Art and Design,Laguna Beach,CA,92651,2,50805.0,nan,32600.0,32600.0,nan,1971.0,nan,35944.0,0.2121,0.8292,0.4394,34650.0,45458.0,46602.0
Lake Tahoe Community College,South Lake Tahoe,CA,96150,1,10947.0,nan,1131.0,8079.0,nan,1971.0,4853.0,nan,0.2036,nan,nan,28148.0,32280.0,40805.0
Lancaster Beauty School,Lancaster,CA,93534,3,nan,18035.0,nan,nan,16475.0,nan,nan,12910.0,nan,nan,nan,17637.0,18117.0,19349.0
Laney College,Oakland,CA,94607,1,19375.0,nan,1167.0,7527.0,nan,1971.0,12828.0,nan,0.3255,nan,nan,29727.0,34032.0,33631.0
